graph_id,rel_name,expected,predicted
71,r6,e23,e23
71,r3,e6,e36
72,r12,e34,e34
72,r16,e14,e14
72,r5,e22,e31
72,r11,e20,e30
72,r19,e10,e10
72,r4,e35,e35
72,r2,e6,e6
72,r13,e25,e25
72,r17,e39,e39
72,r18,e8,e8
72,r10,e29,e29
72,r0,e11,e11
72,r15,e4,e4
72,r7,e37,e37
72,r14,e36,e16
72,r6,e38,e38
73,r18,e27,e27
73,r7,e36,e29
73,r12,e30,e30
73,r0,e38,e38
73,r11,e37,e37
73,r17,e11,e15
73,r4,e35,e35
73,r14,e20,e20
73,r8,e16,e16
73,r1,e19,e19
73,r9,e4,e25
73,r13,e5,e5
73,r6,e21,e21
73,r5,e3,e3
73,r19,e39,e39
73,r3,e24,e23
73,r2,e6,e6
73,r16,e14,e14
73,r15,e13,e13
74,r18,e26,e26
74,r1,e23,e23
74,r14,e24,e24
74,r6,e29,e29
74,r7,e4,e4
74,r2,e11,e11
74,r17,e5,e5
74,r3,e8,e8
74,r5,e18,e18
74,r15,e38,e38
74,r19,e39,e39
74,r16,e36,e36
74,r0,e10,e10
74,r11,e16,e16
74,r12,e20,13
74,r13,e12,e6
74,r4,e17,e17
74,r9,e22,e22
75,r18,e33,e13
75,r13,e27,e1
75,r14,e12,e12
75,r7,e11,e3
75,r0,e16,e16
75,r17,e38,e38
75,r3,e7,e35
75,r2,e30,e34
75,r4,e4,e37
75,r19,e6,e18
75,r8,e39,e10
75,r10,e29,e9
75,r11,e26,e8
76,r4,e2,e2
76,r8,e8,e11
76,r14,e28,e28
76,r6,e17,e17
76,r12,e15,e15
76,r16,e1,e29
76,r13,e24,e24
76,r7,e31,e31
76,r10,e14,e14
76,r3,e7,e7
76,r2,e22,e22
76,r5,e32,e25
76,r19,e39,e39
76,r9,e6,e6
76,r1,e34,e34
76,r15,e19,e19
76,r18,e20,e20
76,r0,e38,e38
77,r4,e27,e27
77,r5,e2,e28
77,r1,e16,e24
77,r9,e25,e25
77,r19,e9,e9
77,r3,e23,e23
77,r18,e19,e21
77,r2,e10,e10
77,r0,e29,e29
77,r8,e34,e30
77,r15,e8,e8
77,r14,e39,e39
77,r6,e37,e37
77,r7,e17,e38
77,r16,e12,e12
77,r13,e20,e20
77,r17,e13,e13
77,r12,e1,e1
78,r2,e25,e29
78,r10,e22,e22
78,r19,e12,e12
78,r1,e19,e11
78,r18,e14,e24
78,r3,e17,e17
78,r0,e11,e11
78,r16,e20,e20
78,r6,e36,e3
78,r5,e27,e27
78,r8,e18,e18
78,r9,e16,e16
78,r12,e6,e6
78,r7,e34,e34
78,r14,e31,e31
78,r15,e7,e7
78,r17,e38,e38
78,r13,e9,e9
79,r8,e10,e10
79,r19,e15,e15
79,r15,e14,e25
79,r14,e26,e26
79,r18,e32,e32
79,r9,e4,e4
79,r12,e12,e12
79,r3,e9,e5
79,r13,e35,e35
79,r5,e22,e22
79,r7,e11,e11
79,r2,e8,e8
79,r1,e1,e1
79,r6,e17,e17
79,r16,e16,e16
79,r10,e33,e33
79,r11,e6,e6
79,r17,e30,e30
79,r4,e31,e31
80,r3,e35,e35
80,r19,e39,e39
80,r10,e38,e38
80,r12,e34,e34
80,r16,e16,e16
80,r1,e21,e27
80,r14,e18,e10
80,r6,e25,e25
80,r17,e33,e33
80,r5,e30,e30
80,r8,e8,e4
80,r13,e1,e9
80,r0,e2,e2
80,r2,e6,
80,r4,e26,e26
80,r9,e5,e5
80,r7,e15,e15
80,r15,e36,e36
81,r14,e13,e18
81,r7,e35,e35
81,r11,e12,e10
81,r6,e2,e35
81,r4,e23,e23
81,r5,e17,e38
81,r19,e16,e16
81,r1,e37,e37
81,r3,e31,e31
81,r16,e26,e26
81,r9,e1,e1
81,r18,e9,e9
81,r2,e5,e31
81,r15,e29,e29
81,r12,e3,e3
81,r17,e28,e34
81,r0,e19,e19
81,r8,e32,e35
82,r15,e32,e6
82,r9,e13,e13
82,r8,e10,e7
82,r16,e28,e28
82,r10,e24,e24
82,r14,e1,e1
82,r19,e4,e4
82,r3,e18,e17
82,r13,e37,e37
82,r4,e20,e39
82,r2,e11,e11
82,r12,e14,e14
82,r1,e38,e38
82,r0,e35,e31
82,r6,e15,e15
82,r7,e3,e3
82,r5,e30,e30
82,r17,e26,e26
82,r18,e21,e21
83,r4,e1,e1
83,r10,e5,e26
83,r13,e10,e10
83,r7,e18,e23
83,r5,e11,e21
83,r9,e14,e14
83,r19,e7,e7
83,r6,e3,e3
83,r8,e34,e34
83,r15,e28,e28
83,r11,e30,e22
83,r18,e29,e29
83,r3,e13,e4
83,r17,e2,e2
83,r14,e39,e39
83,r2,e17,e17
83,r16,e20,e20
84,r11,e19,e14
84,r0,e18,e36
84,r3,e8,e8
84,r14,e13,e25
84,r7,e2,e2
84,r6,e10,e10
84,r16,e24,e24
84,r17,e23,e35
84,r10,e6,e6
84,r2,e38,e38
84,r13,e33,e21
84,r19,e4,e39
84,r15,e27,e15
84,r1,e5,e30
84,r12,e12,e12
84,r9,e9,e26
84,r18,e7,e7
85,r11,e1,e31
85,r14,e35,e35
85,r3,e22,e15
85,r18,e29,e21
85,r5,e3,e28
85,r8,e16,e30
85,r16,e34,e34
85,r6,e8,e32
85,r2,e5,e15
85,r7,e20,e20
85,r4,e17,e39
85,r19,e26,e26
85,r13,e13,e13
85,r12,e12,e12
85,r9,e30,e30
85,r1,e11,e11
85,r17,e24,e38
85,r15,e27,e27
86,r18,e6,e13
86,r8,e5,e30
86,r0,e29,e33
86,r6,e34,e34
86,r13,e4,e4
86,r7,e39,e14
86,r3,e36,e36
86,r19,e28,e28
86,r14,e26,e26
86,r2,e1,e7
86,r4,e27,e27
86,r10,e22,e22
86,r17,e38,e38
86,r5,e3,e31
86,r9,e19,e19
86,r12,e18,e18
86,r1,e8,e8
86,r11,e20,e20
87,r14,e39,e16
87,r18,e26,e26
87,r12,e25,e25
87,r1,e37,e37
87,r2,e28,e28
87,r13,e22,e22
87,r9,e29,e29
87,r17,e3,e3
87,r7,e15,e15
87,r11,e4,e4
87,r6,e7,e7
87,r5,e2,e33
87,r8,e31,e31
87,r16,e13,e13
87,r0,e18,e18
87,r10,e12,e12
87,r4,e35,e35
87,r19,e24,e24
87,r15,e17,e17
88,r15,e22,e22
88,r19,e11,e11
88,r14,e23,e23
88,r10,e24,e24
88,r6,e2,e2
88,r16,e3,e26
88,r1,e7,e7
88,r13,e30,e30
88,r0,e36,e36
88,r2,e20,e20
88,r11,e38,e1
88,r7,e37,e37
88,r5,e39,e39
88,r12,e8,e8
88,r3,e16,e16
88,r8,e6,e6
89,r7,e34,e34
89,r5,e10,e10
89,r3,e25,e25
89,r1,e27,e27
89,r14,e22,e22
89,r4,e14,e14
89,r16,e17,e17
89,r11,e8,e15
89,r6,e19,e19
89,r9,e38,e38
89,r19,e35,e16
89,r12,e36,e23
89,r10,e5,e5
89,r17,e12,e12
89,r0,e33,e33
89,r15,e6,e30
89,r18,e39,e39
89,r8,e20,e20
89,r2,e13,e13
90,r8,e7,e14
90,r13,e36,e36
90,r17,e9,e28
90,r19,e17,e20
90,r7,e11,e3
90,r1,e19,Relation r18
90,r18,e1,e1
90,r16,e23,e23
90,r14,e6,e34
90,r12,e37,e37
90,r3,e4,e4
90,r10,e31,e31
90,r6,e8,e8
90,r5,e38,e22
90,r11,e16,e16
90,r15,e25,e25
90,r2,e27,e27
91,r8,e9,e23
91,r13,e31,e14
91,r11,e39,e39
91,r16,e5,e5
91,r12,e8,e8
91,r7,e22,e22
91,r0,e36,e36
91,r6,e15,e15
91,r3,e33,e2
91,r17,e35,e35
91,r5,e7,e27
91,r4,e28,e28
91,r18,e21,e21
91,r10,e1,e1
91,r1,e3,e3
91,r19,e18,e18
91,r15,e30,e30
91,r9,e12,e12
91,r14,e6,e6
92,r2,e9,e2
92,r1,e30,e30
92,r6,e6,Relation r6 with entity named e6
92,r15,e7,e7
92,r5,e24,e24
92,r3,e8,e37
92,r14,e11,e25
92,r12,e3,e3
92,r19,e33,e33
92,r0,e12,e12
92,r17,e39,e28
92,r13,e31,e31
92,r7,e18,e21
92,r16,e14,e14
92,r8,e27,e23
92,r9,e5,e5
92,r4,e2,e2
93,r18,e26,e26
93,r14,e10,e10
93,r7,e38,e38
93,r2,e17,e28
93,r0,e29,e29
93,r8,e4,e14
93,r16,e3,e12
93,r4,e32,e32
93,r13,e15,e15
93,r1,e1,e1
93,r3,e35,e35
93,r19,e30,e30
93,r5,e8,e8
93,r17,e7,e7
93,r11,e23,e23
93,r10,e25,e25
93,r6,e37,e37
93,r12,e24,e24
94,r13,e21,e21
94,r8,e3,e24
94,r6,e29,e29
94,r3,e13,e13
94,r2,e28,e28
94,r14,e9,e19
94,r11,e4,Relation r10
94,r1,e20,e6
94,r15,e39,e39
94,r12,e22,e22
94,r17,e27,e27
94,r4,e16,e17
94,r7,e25,e25
94,r0,e23,e23
94,r9,e36,e36
94,r10,e11,e11
95,r13,e18,e30
95,r19,e25,e22
95,r14,e6,e6
95,r1,e11,e11
95,r17,e23,e23
95,r3,e26,e26
95,r11,e7,e7
95,r0,e39,e39
95,r12,e31,e31
95,r4,e36,e37
95,r2,e14,Relation r13
95,r10,e32,e32
95,r16,e12,e12
95,r9,e17,e35
95,r8,e20,e20
95,r15,e4,e4
95,r5,e37,e37
96,r1,e10,e28
96,r9,e16,e16
96,r16,e33,e33
96,r7,e12,e11
96,r18,e36,e36
96,r17,e37,e25
96,r8,e21,e21
96,r12,e17,e4
96,r15,e19,e39
96,r10,e13,e13
96,r19,e2,e2
96,r0,e7,e35
96,r5,e24,e24
96,r11,e5,e5
96,r4,e22,e22
96,r6,e6,e6
96,r3,e29,e29
96,r14,e32,e32
97,r10,e13,e10
97,r17,e32,e32
97,r4,e12,e12
97,r2,e18,e18
97,r19,e24,e24
97,r6,e3,e3
97,r9,e37,e37
97,r5,e1,e34
97,r18,e22,e22
97,r11,e11,Relation r11 with entity named e11
97,r1,e28,e21
97,r13,e16,e27
97,r12,e38,e38
97,r16,e23,e23
97,r7,e35,e35
97,r14,e31,e31
97,r3,e14,e21
98,r19,e28,e28
98,r2,e18,e18
98,r7,e8,e8
98,r17,e29,e32
98,r9,e24,e24
98,r16,e25,e25
98,r3,e17,e17
98,r13,e37,e37
98,r10,e14,e27
98,r11,e20,e34
98,r6,e35,e35
98,r0,e39,e39
98,r5,e12,e33
98,r14,e3,e38
98,r8,e6,e6
98,r15,e21,e21
98,r1,e13,e13
98,r4,e1,e31
98,r18,e7,e7
99,r15,e37,e37
99,r2,e15,e20
99,r10,e36,e5
99,r16,e10,e10
99,r18,e7,e7
99,r13,e19,e19
99,r17,e29,e29
99,r9,e38,e38
99,r11,e32,e32
99,r19,e24,e24
99,r0,e6,e6
99,r7,e33,e33
99,r3,e13,e13
99,r12,e26,e26
99,r14,e9,e9
99,r8,e4,e4
99,r5,e2,e2
100,r18,e39,e32
100,r14,e7,e30
100,r12,e22,e22
100,r7,e34,e34
100,r10,e15,e12
100,r16,e1,e33
100,r2,e6,e3
100,r17,e11,e11
100,r19,e9,e9
100,r4,e16,e16
100,r15,e35,e35
100,r6,e24,e24
100,r1,e19,e19
100,r13,e20,e20
100,r9,e21,e23
100,r5,e17,e24
100,r0,e38,e38
100,r8,e25,e25
101,r2,e11,e12
101,r8,e32,e32
101,r10,e34,e31
101,r19,e15,e15
101,r16,e17,e17
101,r14,e29,e18
101,r17,e36,e35
101,r6,e28,e28
101,r7,e22,e7
101,r9,e6,e6
101,r4,e33,e33
101,r11,e21,e21
101,r1,e37,e37
101,r5,e13,e13
101,r13,e26,e26
101,r12,e39,e25
101,r18,e24,e24
102,r8,e38,e38
102,r1,e39,e39
102,r0,e8,e8
102,r15,e21,e33
102,r6,e7,e32
102,r4,e31,e31
102,r11,e26,e6
102,r18,e19,e5
102,r5,e25,e17
102,r9,e37,e37
102,r10,e10,e14
102,r3,e22,e22
102,r12,e34,e34
102,r13,e29,e29
102,r16,e1,e1
102,r7,e9,e9
102,r17,e27,e27
103,r6,e24,e38
103,r11,e25,e25
103,r7,e5,Relation r3
103,r1,e2,e2
103,r17,e14,e14
103,r4,e17,e39
103,r3,e21,e21
103,r19,e18,e18
103,r2,e29,e29
103,r16,e19,e19
103,r5,e36,e36
103,r0,e3,e12
103,r14,e8,e8
103,r12,e30,e30
103,r8,e27,e27
103,r10,e34,e34
103,r15,e37,e37
103,r9,e15,e15
103,r13,e31,e31
104,r10,e25,e3
104,r14,e9,e9
104,r13,e32,e32
104,r8,e16,e31
104,r3,e30,e30
104,r7,e27,e27
104,r15,e34,e34
104,r9,e10,e10
104,r2,e15,e15
104,r11,e11,e39
104,r19,e7,e33
104,r5,e23,e23
104,r6,e37,e37
104,r12,e39,e39
104,r1,e17,e10
104,r18,e28,e28
105,r12,e37,e37
105,r17,e21,e6
105,r18,e31,e31
105,r5,e27,e13
105,r14,e17,e17
105,r3,e28,e15
105,r0,e14,e29
105,r10,e35,e35
105,r6,e10,e10
105,r1,e12,e12
105,r11,e23,e23
105,r19,e33,e33
105,r9,e25,e25
105,r7,e24,e24
105,r13,e2,e2
106,r17,e19,e19
106,r12,e24,e24
106,r16,e5,e5
106,r3,e7,e18
106,r10,e27,e29
106,r2,e3,e23
106,r14,e33,e33
106,r11,e11,e4
106,r6,e12,e12
106,r13,e13,e13
106,r18,e22,e22
106,r15,e39,e16
106,r8,e34,e34
106,r1,e26,e26
106,r5,e14,e14
106,r9,e32,e32
106,r0,e15,e15
107,r3,e8,e8
107,r11,e4,e4
107,r17,e6,e19
107,r8,e35,e35
107,r10,e23,e23
107,r4,e28,e12
107,r1,e9,e9
107,r18,e32,e32
107,r9,e36,e36
107,r7,e29,e29
107,r16,e1,e1
107,r0,e10,e33
107,r12,e21,e21
107,r14,e15,e15
107,r5,e20,e20
107,r13,e26,e26
107,r2,e39,e39
107,r6,e22,e22
108,r11,e26,e21
108,r8,e1,e12
108,r7,e35,e35
108,r18,e34,e20
108,r10,e4,e5
108,r16,e9,e9
108,r1,e25,e25
108,r17,e17,e17
108,r6,e16,e16
108,r0,e6,e6
108,r3,e10,e10
108,r14,e30,e30
108,r13,e23,e23
108,r9,e28,e28
108,r15,e19,e19
108,r19,e7,e7
108,r5,e24,e24
109,r4,e34,e32
109,r15,e35,e39
109,r0,e27,e27
109,r3,e13,e13
109,r10,e29,
109,r7,e38,e38
109,r1,e28,e18
109,r9,e12,e11
109,r18,e26,e23
109,r16,e37,e37
109,r5,e22,e33
109,r8,e16,e16
109,r13,e25,e25
109,r2,e20,e20
109,r17,e36,e36
109,r14,e19,e19
109,r12,e1,e1
110,r19,e10,e5
110,r18,e38,e22
110,r0,e31,e31
110,r8,e29,e19
110,r1,e26,e26
110,r9,e20,e20
110,r14,e11,e9
110,r2,e32,e32
110,r6,e23,e2
110,r3,e17,e37
110,r5,e30,e30
110,r10,e14,
110,r15,e33,e33
110,r7,e16,e28
110,r13,e34,e34
110,r17,e13,e13
110,r11,e1,e1
111,r17,e31,e31
111,r19,e26,e26
111,r4,e38,e38
111,r18,e11,e16
111,r15,e10,e10
111,r10,e24,e12
111,r13,e17,e39
111,r2,e28,e3
111,r16,e14,e31
111,r14,e35,e35
111,r1,e2,e3
111,r6,e34,e34
111,r9,e6,e12
111,r7,e5,e5
111,r0,e30,e30
111,r8,e18,e18
111,r11,e1,e12
112,r2,e9,e9
112,r13,e14,e11
112,r14,e10,e10
112,r9,e26,e8
112,r11,e28,e28
112,r1,e32,e7
112,r0,e16,e21
112,r10,e12,e12
112,r4,e22,e15
112,r3,e18,e18
112,r15,e37,e37
112,r6,e33,e31
112,r18,e1,e34
112,r8,e17,e17
112,r7,e23,e23
112,r19,e20,e34
112,r5,e2,e2
113,r16,e10,e39
113,r18,e5,e34
113,r3,e16,e16
113,r7,e36,e36
113,r17,e29,e2
113,r12,e8,e8
113,r11,e27,e27
113,r4,e11,e11
113,r9,e33,e33
113,r14,e32,e38
113,r19,e35,e12
113,r1,e25,e25
113,r13,e7,e7
113,r10,e31,e4
113,r8,e17,e37
114,r17,e3,e3
114,r8,e5,e5
114,r4,e4,e4
114,r18,e39,e10
114,r0,e17,e17
114,r7,e7,e9
114,r19,e16,e27
114,r16,e32,e35
114,r5,e1,e15
114,r15,e36,e2
114,r6,e19,e19
114,r14,e34,e11
114,r3,e14,e14
114,r10,e21,e21
114,r12,e38,e38
114,r2,e13,e14
114,r13,e33,e29
114,r11,e31,e31
115,r13,e28,e28
115,r9,e6,e13
115,r18,e8,e8
115,r2,e29,e29
115,r10,e34,e34
115,r16,e12,e12
115,r0,e1,e1
115,r14,e20,e20
115,r12,e25,e25
115,r17,e18,e18
115,r8,e21,e3
115,r3,e7,e7
115,r15,e23,e27
115,r1,e10,e35
115,r4,e26,e26
115,r19,e15,e15
115,r7,e37,e37
115,r6,e36,e36
115,r11,e9,e9
116,r17,e29,e33
116,r15,e37,e37
116,r4,e2,e2
116,r0,e31,e31
116,r13,e9,e9
116,r18,e13,e15
116,r2,e21,e36
116,r5,e1,e1
116,r12,e26,e26
116,r7,e17,e17
116,r6,e24,e24
116,r9,e3,e3
116,r11,e39,e39
116,r16,e16,e16
116,r8,e28,e4
116,r1,e30,e30
116,r10,e23,e39
116,r14,e19,e19
117,r17,e11,e11
117,r14,e30,e30
117,r9,e1,e1
117,r6,e26,e26
117,r19,e25,e25
117,r4,e6,e6
117,r0,e5,e31
117,r7,e39,e39
117,r3,e21,e21
117,r5,e4,e14
117,r10,e20,e18
117,r16,e28,e28
117,r18,e24,e24
117,r12,e35,e35
117,r1,e23,e23
117,r15,e10,e10
117,r11,e38,e38
118,r17,e38,e38
118,r1,e9,e9
118,r5,e6,e6
118,r2,e26,e26
118,r8,e18,e18
118,r19,e22,e22
118,r15,e30,e30
118,r4,e27,e27
118,r10,e25,e25
118,r13,e23,e23
118,r3,e4,e4
118,r0,e10,e10
118,r6,e19,e19
118,r18,e33,e33
118,r14,e20,e20
118,r11,e32,e32
118,r7,e34,e34
118,r9,e31,e31
119,r3,e31,e23
119,r16,e35,e9
119,r0,e22,e1
119,r13,e34,e25
119,r10,e28,e28
119,r19,e37,e15
119,r14,e17,e17
119,r12,e6,e5
119,r4,e23,e23
119,r8,e32,e12
119,r6,e7,e24
119,r5,e26,e26
119,r15,e16,e16
119,r7,e11,e11
119,r11,e21,e21
119,r18,e10,e10
119,r17,e20,e20
120,r10,e6,e6
120,r12,e34,e9
120,r14,e39,e39
120,r6,e20,e38
120,r5,e36,e36
120,r15,e11,e11
120,r9,e15,e15
120,r0,e17,e17
120,r16,e7,e1
120,r8,e30,e35
120,r17,e4,e4
120,r11,e26,e26
120,r2,e21,e23
120,r4,e2,e2
120,r1,e12,e12
120,r13,e16,e16
121,r4,e32,e35
121,r8,e33,e33
121,r16,e27,e27
121,r7,e30,e30
121,r6,e1,e1
121,r2,e22,e22
121,r18,e36,e36
121,r11,e23,e23
121,r10,e12,e12
121,r12,e8,e8
121,r0,e17,e17
121,r19,e14,e20
121,r9,e4,e4
121,r15,e24,e24
121,r17,e31,e31
121,r3,e29,e34
121,r1,e11,e11
122,r0,e36,e5
122,r16,e22,e31
122,r11,e34,e34
122,r14,e37,e37
122,r17,e7,e7
122,r10,e8,e4
122,r15,e19,e28
122,r5,e23,2005-04-22
122,r9,e27,e27
122,r18,e20,e20
122,r3,e16,e16
122,r13,e14,e11
122,r12,e26,e26
122,r1,e9,e9
122,r7,e39,e39
122,r2,e38,e38
122,r6,e32,e32
122,r4,e2,e2
122,r19,e33,e33
123,r9,e38,e38
123,r12,e7,e20
123,r7,e18,e22
123,r4,e23,e23
123,r5,e13,e33
123,r19,e1,e9
123,r2,e3,e5
123,r15,e26,e26
123,r6,e29,e25
123,r1,e30,e8
123,r16,e19,e19
123,r18,e11,e15
123,r10,e37,e37
123,r8,e35,e35
124,r0,e32,e32
124,r13,e2,e35
124,r8,e9,e7
124,r14,e34,e34
124,r18,e25,e25
124,r4,e1,e10
124,r3,e11,e11
124,r12,e4,e4
124,r19,e18,e14
124,r10,e12,e8
124,r6,e6,e6
124,r1,e19,e19
124,r5,e30,e30
124,r7,e27,e27
124,r9,e26,e26
124,r17,e39,e39
125,r9,e30,e30
125,r18,e5,e5
125,r1,e28,e2
125,r17,e32,e32
125,r0,e18,e18
125,r15,e27,e9
125,r2,e22,e22
125,r6,e39,e39
125,r3,e15,e24
125,r19,e3,e3
125,r5,e33,e33
125,r13,e14,e14
125,r12,e38,e38
125,r10,e7,e7
125,r7,e34,e25
125,r16,e1,e1
125,r8,e23,e23
125,r14,e26,e16
126,r11,e36,e36
126,r4,e35,e35
126,r1,e3,e3
126,r14,e14,e13
126,r7,e31,e31
126,r5,e16,e16
126,r2,e9,e25
126,r17,e6,e6
126,r12,e34,e34
126,r16,e26,e26
126,r10,e8,e28
126,r9,e2,e2
126,r18,e4,e4
126,r19,e12,e12
126,r3,e5,e38
126,r13,e37,e37
126,r8,e39,e15
126,r6,e7,e7
126,r15,e1,e1
126,r0,e23,e23
127,r5,e20,e17
127,r11,e24,e24
127,r4,e8,e8
127,r1,e19,e19
127,r10,e28,e30
127,r7,e7,e35
127,r19,e3,e3
127,r0,e10,e10
127,r2,e1,e26
127,r8,e32,e32
127,r13,e15,e39
127,r12,e37,e37
127,r18,e14,e22
127,r14,e13,e13
127,r3,e11,e11
127,r15,e21,Relation r13
127,r9,e38,e38
127,r16,e25,e25
128,r4,e21,e21
128,r6,e17,e32
128,r7,e25,Relation r7 with entity named e7
128,r16,e20,e20
128,r0,e5,e5
128,r10,e31,
128,r9,e29,e29
128,r17,e28,e27
128,r11,e18,e18
128,r12,e34,e34
128,r19,e36,e23
128,r5,e35,e35
128,r13,e26,e26
128,r3,e33,e33
128,r2,e38,e38
128,r1,e16,e16
128,r15,e19,e19
128,r18,e9,e9
129,r15,e15,e15
129,r2,e33,e33
129,r11,e17,e17
129,r12,e22,e22
129,r0,e20,e20
129,r13,e1,e2
129,r4,e36,e36
129,r8,e24,e24
129,r17,e19,e19
129,r19,e23,e23
129,r18,e28,e28
129,r9,e8,e18
129,r7,e25,e25
129,r14,e13,e35
129,r10,e16,e16
129,r5,e6,e6
129,r16,e31,e31
130,r14,e19,e19
130,r12,e5,e5
130,r17,e1,e29
130,r3,e4,e32
130,r10,e10,e20
130,r15,e22,e22
130,r8,e34,e34
130,r9,e33,e33
130,r1,e37,e14
130,r11,e12,e12
130,r19,e13,e13
130,r4,e35,e35
130,r7,e38,e38
130,r16,e11,e11
130,r0,e3,e3
130,r18,e9,e9
131,r15,e25,e25
131,r13,e33,e33
131,r2,e8,e24
131,r5,e21,e18
131,r9,e4,e4
131,r1,e16,e16
131,r17,e7,e7
131,r7,e32,e32
131,r8,e37,e37
131,r10,e31,e31
131,r0,e29,e29
131,r3,e10,e10
131,r6,e39,e28
131,r11,e11,e11
131,r16,e9,e27
131,r12,e23,e23
131,r18,e30,e1
131,r19,e19,Relation r19 with entity named e19
131,r14,e12,e12
132,r1,e4,e4
132,r14,e16,e36
132,r4,e5,e39
132,r13,e17,e17
132,r18,e28,e19
132,r8,e7,e33
132,r10,e27,e27
132,r11,e37,e38
132,r3,e24,e15
132,r12,e25,e25
132,r2,e10,e32
132,r15,e23,e23
132,r19,e1,e1
132,r0,e14,e14
132,r5,e29,e29
132,r17,e3,e3
133,r8,e8,e23
133,r11,e38,e25
133,r5,e4,e7
133,r3,e27,e17
133,r7,e16,e16
133,r6,e19,e14
133,r0,e1,e15
133,r12,e28,e28
133,r10,e39,e13
133,r14,e33,e33
133,r17,e29,e29
133,r19,e22,e22
133,r1,e20,e30
133,r16,e36,e36
133,r2,e2,e26
133,r4,e10,e10
133,r15,e6,e6
134,r4,e24,e35
134,r19,e11,e33
134,r12,e39,e39
134,r9,e30,e38
134,r18,e19,e19
134,r15,e6,e28
134,r14,e20,Relation r2
134,r11,e9,e9
134,r1,e27,e27
134,r3,e5,e5
134,r2,e10,e10
134,r16,e1,e1
134,r10,e2,e2
134,r8,e25,e4
134,r6,e22,e22
134,r7,e31,e31
135,r12,e26,e26
135,r17,e12,e12
135,r1,e8,e1
135,r19,e31,e31
135,r15,e34,e28
135,r13,e25,e25
135,r0,e11,e11
135,r8,e20,e33
135,r3,e22,e22
135,r2,e38,e38
135,r11,e5,e5
135,r9,e14,e14
135,r4,e13,e13
135,r6,e32,e37
135,r18,e9,e9
135,r14,e19,e19
136,r8,e4,e31
136,r12,e19,e17
136,r1,e39,e39
136,r11,e8,e8
136,r10,e25,e25
136,r6,e20,e20
136,r0,e9,e29
136,r9,e30,e30
136,r17,e16,e16
136,r2,e32,e7
136,r5,e34,e22
136,r7,e27,e27
136,r18,e3,e3
136,r13,e26,e26
136,r19,e11,e11
136,r16,e38,e38
136,r4,e6,e6
136,r14,e23,Relation r14 with entity named e14
136,r3,e36,e36
136,r15,e33,e33
137,r7,e16,e16
137,r16,e24,e24
137,r1,e37,e37
137,r10,e29,e29
137,r13,e31,e31
137,r12,e14,e14
137,r17,e33,e32
137,r19,e39,e39
137,r18,e30,e27
137,r6,e10,e10
137,r11,e34,e34
137,r0,e9,e9
137,r8,e5,e17
137,r15,e11,e11
137,r2,e3,e18
137,r3,e19,e19
137,r5,e20,
138,r17,e11,e3
138,r7,e2,e2
138,r13,e34,e37
138,r5,e7,e24
138,r12,e25,e19
138,r19,e23,e23
138,r11,e29,e29
138,r1,e10,e1
138,r16,e31,e9
138,r9,e22,e22
138,r18,e17,e17
138,r8,e28,e28
138,r10,e38,e26
138,r14,e13,e13
138,r15,e6,e6
138,r6,e15,e15
138,r3,e14,e14
139,r7,e34,e35
139,r8,e33,e33
139,r12,e17,e39
139,r17,e18,e18
139,r4,e16,e16
139,r15,e36,e36
139,r6,e4,e4
139,r18,e6,e6
139,r14,e26,e26
139,r13,e15,e15
139,r3,e14,e14
139,r16,e12,e20
139,r19,e2,e2
139,r9,e22,e22
139,r10,e38,e13
139,r2,e7,e7
140,r18,e36,e36
140,r13,e5,e39
140,r2,e4,e9
140,r10,e27,e17
140,r16,e19,e19
140,r0,e14,e14
140,r1,e2,e20
140,r19,e22,e22
140,r9,e37,e37
140,r15,e13,e13
140,r14,e21,e13
140,r8,e16,e16
140,r5,e25,e25
140,r7,e30,e31
140,r11,e7,e7
140,r6,e29,e29
140,r4,e1,e1
141,r3,e31,e31
141,r1,e21,e24
141,r0,e5,e12
141,r13,e7,e7
141,r10,e23,e34
141,r11,e25,e25
141,r7,e33,e33
141,r17,e10,e35
141,r18,e11,e11
141,r8,e22,e22
141,r16,e39,e1
141,r15,e32,e32
141,r4,e8,e8
141,r19,e27,e27
141,r14,e26,e26
141,r6,e13,e13
141,r2,e2,e2
142,r11,e12,e12
142,r18,e25,e25
142,r2,e28,e28
142,r15,e29,e24
142,r13,e36,Relation r11
142,r12,e14,e14
142,r5,e34,e34
142,r17,e1,e1
142,r0,e38,e38
142,r1,e19,e19
142,r10,e20,e20
142,r16,e10,e23
142,r6,e17,e32
142,r8,e6,e6
142,r3,e39,e39
142,r7,e37,e31
143,r8,e39,e39
143,r10,e35,e7
143,r1,e13,e13
143,r4,e34,e34
143,r3,e36,e36
143,r16,e16,e16
143,r18,e4,e4
143,r17,e12,e18
143,r19,e1,e1
143,r7,e32,e32
143,r11,e8,e8
143,r14,e14,Relation r14 with entity named e14
143,r6,e15,e15
143,r9,e5,e5
143,r15,e17,
143,r5,e29,e29
144,r16,e11,e11
144,r11,e28,Relation r16
144,r5,e25,e35
144,r13,e39,e39
144,r7,e21,e24
144,r8,e34,e34
144,r0,e4,e4
144,r2,e23,e23
144,r15,e14,e14
144,r4,e1,e9
144,r1,e19,e19
144,r9,e29,e29
144,r17,e5,e5
144,r6,e3,e16
144,r14,e13,Relation r15
144,r12,e18,e18
